web-scraper-order,web-scraper-start-url,link to TV,link to TV-href,caracteristique,price,rating,marque
"1638026543-371","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Visio TV 32"" Pouces HD Led Recepteur integré + TNT VGA HDMI USB - Garantie 1 AN1,748.00 Dhs1,999.00 Dhs13%","https://www.jumia.ma/visio-tv-32-pouces-hd-led-recepteur-integre-tnt-vga-hdmi-usb-garantie-1-an-36220211.html","Visio TV 32"" Pouces HD Led Recepteur integré + TNT VGA HDMI USB - Garantie 1 AN","1,748.00 Dhs","null","Visio"
"1638027038-559","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","XIAOMI Android TV 65 4K UHD Android 9.0, Official, Bluetooth, chromcast, google assistant (16Go, 2Go)7,199.00 Dhs9,900.00 Dhs27%","https://www.jumia.ma/xiaomi-android-tv-65-4k-uhd-android-9.0-official-bluetooth-chromcast-google-assistant-16go-2go-44618786.html","XIAOMI Android TV 65 4K UHD Android 9.0, Official, Bluetooth, chromcast, google assistant (16Go, 2Go)","7,199.00 Dhs","null","XIAOMI"
"1638026580-385","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Samsung TV 32"" RECEPTEUR INTEGRE TNT HD - Led TV - 32N5000 - Noir - Garantie3.7 out of 5(3)1,899.00 Dhs2,249.00 Dhs16%","https://www.jumia.ma/tv-32-recepteur-integre-tnt-hd-led-tv-32n5000-noir-garantie-samsung-mpg924562.html","Samsung TV 32"" RECEPTEUR INTEGRE TNT HD - Led TV - 32N5000 - Noir - Garantie","1,899.00 Dhs","3.7","Samsung"
"1638027035-558","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung Téléviseur Led 32 Pouces FHD SERIES 5 UA32N5000S3,000.00 Dhs","https://www.jumia.ma/samsung-televiseur-led-32-pouces-fhd-series-5-ua32n5000s-40360865.html","Samsung Téléviseur Led 32 Pouces FHD SERIES 5 UA32N5000S","3,000.00 Dhs","null","Samsung"
"1638026432-329","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65C1PVA21,699.00 Dhs","https://www.jumia.ma/lg-oled-65-smart-tv-4k-ultra-hd-noir-oled65c1pva-44741644.html","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65C1PVA","21,699.00 Dhs","null","LG"
"1638026253-259","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockSamsung TV 58"" Smart LED, 58MU6199 - Garantie 1 an4.2 out of 5(5)7,999.00 Dhs","https://www.jumia.ma/58-uhd-smart-tv-58mu6199-noir-samsung-mpg82649.html","Samsung TV 58"" Smart LED, 58MU6199 - Garantie 1 an","7,999.00 Dhs","4.2","Samsung"
"1638026361-301","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","Haier LED 43"" Smart TV Full HD - Noir - H43K6F3,999.00 Dhs","https://www.jumia.ma/haier-led-43-smart-tv-full-hd-noir-h43k6f-44741636.html","Haier LED 43"" Smart TV Full HD - Noir - H43K6F","3,999.00 Dhs","null","Haier"
"1638026753-451","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Leader TV 32"" LED HD - Satellite intégré - TNT VGA-2xHDMI-PERITEL-USB - Noir + support1,579.00 Dhs1,800.00 Dhs12%offres à partir de","https://www.jumia.ma/tv-32-led-hd-satellite-integre-tnt-vga-2xhdmi-peritel-usb-noir-support-leader-mpg1169241.html","Leader TV 32"" LED HD - Satellite intégré - TNT VGA-2xHDMI-PERITEL-USB - Noir + support","1,579.00 Dhs","null","Leader"
"1638026400-316","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","CHIQ TV ANDROID 50""  FRAMELESS SMART TV TNT + SATELLITE4,389.00 Dhs4,600.00 Dhs5%offres à partir de","https://www.jumia.ma/tv-android-50-frameless-smart-tv-tnt-satellite-chiq-mpg1187510.html","CHIQ TV ANDROID 50""  FRAMELESS SMART TV TNT + SATELLITE","4,389.00 Dhs","null","CHIQ"
"1638026301-277","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockDaiko 32"" - LED HD TV - TNT - LED32M3003DK - Noir4.8 out of 5(5)1,399.00 Dhs","https://www.jumia.ma/32-led-hd-tv-tnt-led32m3003dk-noir-daiko-mpg51924.html","Daiko 32"" - LED HD TV - TNT - LED32M3003DK - Noir","1,399.00 Dhs","4.8","Daiko"
"1638026687-426","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Gold Vision Téléviseur Led TV LED 50 SMART UHD5,300.00 Dhs","https://www.jumia.ma/televiseur-led-tv-led-50-smart-uhd-gold-vision-mpg1044439.html","Gold Vision Téléviseur Led TV LED 50 SMART UHD","5,300.00 Dhs","null","Gold Vision"
"1638026832-481","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Mi 32'' Xiaomi Mi TV 4A Smart TV HD Android 9 8GB - Chromcast - télécommande vocale2,199.00 Dhs2,500.00 Dhs12%","https://www.jumia.ma/mi-32-xiaomi-mi-tv-4a-smart-tv-hd-android-9-8gb-chromcast-telecommande-vocale-43387719.html","Mi 32'' Xiaomi Mi TV 4A Smart TV HD Android 9 8GB - Chromcast - télécommande vocale","2,199.00 Dhs","null","Mi"
"1638026427-327","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étranger7 Girds Kids Gi S DIY Toys String Beads Plum Blossom Box Set Building Kit-Multicolor-Crystal 2262.00 Dhs776.00 Dhs66%","https://www.jumia.ma/generic-7-girds-kids-gi-s-diy-toys-string-beads-plum-blossom-box-set-building-kit-multicolor-crystal-2-43887295.html","7 Girds Kids Gi S DIY Toys String Beads Plum Blossom Box Set Building Kit-Multicolor-Crystal 2","262.00 Dhs","null","(Pas d'avis disponibles)"
"1638026279-269","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockSamsung 43"" Full HD 43N5300 Smart TV - Noir4.4 out of 5(62)4,999.00 Dhs","https://www.jumia.ma/43-full-hd-43n5300-smart-tv-noir-samsung-mpg66608.html","Samsung 43"" Full HD 43N5300 Smart TV - Noir","4,999.00 Dhs","4.4","Samsung"
"1638026609-395","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Haier LED 50"" Smart TV UHD - Noir - H50K6UG4,499.00 Dhs","https://www.jumia.ma/haier-led-50-smart-tv-uhd-noir-h50k6ug-44741601.html","Haier LED 50"" Smart TV UHD - Noir - H50K6UG","4,499.00 Dhs","null","Haier"
"1638026578-384","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Mgs TV 32"" Pouces HD Led MGS Framless HDMI USB - Cable HDMI + Support MOBILE Gratuit1,649.00 Dhs2,099.00 Dhs21%","https://www.jumia.ma/mgs-tv-32-pouces-hd-led-mgs-framless-hdmi-usb-cable-hdmi-support-mobile-gratuit-41527331.html","Mgs TV 32"" Pouces HD Led MGS Framless HDMI USB - Cable HDMI + Support MOBILE Gratuit","1,649.00 Dhs","null","Mgs"
"1638026304-278","https://www.jumia.ma/mlp-smart-tv/?page=8#catalog-listing","En rupture de stockSamsung 43"" Full HD UA43N5000ASXMV  LED TV –  Noir4.5 out of 5(2)3,449.00 Dhs4,599.00 Dhs25%","https://www.jumia.ma/43-full-hd-ua43n5000asxmv-led-tv-noir-samsung-mpg49803.html","Samsung 43"" Full HD UA43N5000ASXMV  LED TV –  Noir","3,449.00 Dhs","4.5","Samsung"
"1638026915-513","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Samsung 75"" Smart 4K Ultra HD HDR QLED TV16,599.00 Dhs17,900.00 Dhs7%","https://www.jumia.ma/samsung-75-smart-4k-ultra-hd-hdr-qled-tv-45460438.html","Samsung 75"" Smart 4K Ultra HD HDR QLED TV","16,599.00 Dhs","null","Samsung"
"1638027088-579","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung 32"" Smart Tv LED  HD TV avec Récepteur -SERIE 5- TNT et WIFI Intégré4.7 out of 5(3)2,289.00 Dhs3,549.00 Dhs36%","https://www.jumia.ma/32-smart-tv-led-hd-tv-avec-recepteur-serie-5-tnt-et-wifi-integre-samsung-mpg972337.html","Samsung 32"" Smart Tv LED  HD TV avec Récepteur -SERIE 5- TNT et WIFI Intégré","2,289.00 Dhs","4.7","Samsung"
"1638026558-376","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","Haier LED 65"" Smart TV UHD - Noir - H65K6UG7,999.00 Dhs","https://www.jumia.ma/haier-led-65-smart-tv-uhd-noir-h65k6ug-44741642.html","Haier LED 65"" Smart TV UHD - Noir - H65K6UG","7,999.00 Dhs","null","Haier"
"1638026865-494","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Boutique OfficielleSamsung TV 50AU8075 Crystal Processor 4K Smart tv récepteur intégrée serie 8 Bluetooth 20217,329.00 Dhs8,400.00 Dhs13%offres à partir de","https://www.jumia.ma/tv-50au8075-crystal-processor-4k-smart-tv-recepteur-integree-serie-8-bluetooth-2021-samsung-mpg987765.html","Samsung TV 50AU8075 Crystal Processor 4K Smart tv récepteur intégrée serie 8 Bluetooth 2021","7,329.00 Dhs","null","Samsung"
"1638026479-347","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung TV UHD 43'' NU7475, Smart TV 1800 PQI6,499.00 Dhs","https://www.jumia.ma/samsung-tv-uhd-43-nu7475-smart-tv-1800-pqi-38133853.html","Samsung TV UHD 43'' NU7475, Smart TV 1800 PQI","6,499.00 Dhs","null","Samsung"
"1638027086-578","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","BUY SAT TV 42"" Full HD - Récepteur integré + TNT + HDMI + USB + support mural gratuit1 out of 5(1)2,399.00 Dhs2,700.00 Dhs11%","https://www.jumia.ma/buy-sat-tv-42-full-hd-recepteur-integre-tnt-hdmi-usb-support-mural-gratuit-41284584.html","BUY SAT TV 42"" Full HD - Récepteur integré + TNT + HDMI + USB + support mural gratuit","2,399.00 Dhs","1","BUY SAT"
"1638026900-508","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","TV 30"" Pouces HD Led regal Recepteur integré + TNT + HDMI + USB1,597.00 Dhs1,599.00 Dhs1%","https://www.jumia.ma/regal-tv-30-pouces-hd-led-regal-recepteur-integre-tnt-hdmi-usb-41776462.html","TV 30"" Pouces HD Led regal Recepteur integré + TNT + HDMI + USB","1,597.00 Dhs","null","(Pas d'avis disponibles)"
"1638026872-497","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Visio TV LED Smart Android 50"" UHD 4K / TNT / HDMI / USB3.7 out of 5(28)4,300.00 Dhs4,699.00 Dhs8%offres à partir de","https://www.jumia.ma/tv-led-smart-android-50-uhd-4k-tnt-hdmi-usb-visio-mpg960594.html","Visio TV LED Smart Android 50"" UHD 4K / TNT / HDMI / USB","4,300.00 Dhs","3.7","Visio"
"1638026898-507","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","LG TV 43 Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ - 43UP77504,869.00 Dhs5,999.00 Dhs19%","https://www.jumia.ma/lg-tv-43-cinema-screen-design-4k-active-hdr-webos-smart-ai-thinq-43up7750-41223001.html","LG TV 43 Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ - 43UP7750","4,869.00 Dhs","null","LG"
"1638026651-412","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Revolution TV 32"" Revolution Smart Android Original 9 - Récepteur intégré + Support Mural - nouveau modèle - TNT HDMI USB - screen mirroring5 out of 5(2)1,975.05 Dhs2,599.00 Dhs24%","https://www.jumia.ma/tv-32-revolution-smart-android-original-9-recepteur-integre-support-mural-nouveau-modele-tnt-hdmi-usb-screen-mirroring-revolution-mpg960198.html","Revolution TV 32"" Revolution Smart Android Original 9 - Récepteur intégré + Support Mural - nouveau modèle - TNT HDMI USB - screen mirroring","1,975.05 Dhs","5","Revolution"
"1638026938-522","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Boutique OfficielleSamsung Smart TV 50"" Téléviseur intelligent 4K UHD AU7000 (2021) - PC sur le téléviseur5 out of 5(2)5,869.00 Dhs5,939.00 Dhs1%","https://www.jumia.ma/samsung-smart-tv-50-televiseur-intelligent-4k-uhd-au7000-2021-pc-sur-le-televiseur-41131302.html","Samsung Smart TV 50"" Téléviseur intelligent 4K UHD AU7000 (2021) - PC sur le téléviseur","5,869.00 Dhs","5","Samsung"
"1638027015-551","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio TV 32"" Pouces HD Led Récepteur intégré + TNT + HDMI + USB - Garantie 1 AN - Modèle 20204 out of 5(23)1,589.00 Dhs2,799.00 Dhs43%","https://www.jumia.ma/visio-tv-32-pouces-hd-led-recepteur-integre-tnt-hdmi-usb-garantie-1-an-modele-2020-38027095.html","Visio TV 32"" Pouces HD Led Récepteur intégré + TNT + HDMI + USB - Garantie 1 AN - Modèle 2020","1,589.00 Dhs","4","Visio"
"1638026484-349","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","LG LED 65P UHD 4K Smart TV avec WEBOS - Noir - 65UP7750PVB9,699.00 Dhs","https://www.jumia.ma/lg-led-65p-uhd-4k-smart-tv-avec-webos-noir-65up7750pvb-44741611.html","LG LED 65P UHD 4K Smart TV avec WEBOS - Noir - 65UP7750PVB","9,699.00 Dhs","null","LG"
"1638026910-512","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","XIAOMI 43 "" Smart Tv 4k UHD Android 9.0,  récepteur intégré TNT USB HDMI SCRREN3,988.00 Dhs4,350.00 Dhs8%","https://www.jumia.ma/xiaomi-43-smart-tv-4k-uhd-android-9.0-recepteur-integre-tnt-usb-hdmi-scrren-42596710.html","XIAOMI 43 "" Smart Tv 4k UHD Android 9.0,  récepteur intégré TNT USB HDMI SCRREN","3,988.00 Dhs","null","XIAOMI"
"1638027028-555","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung TV 32"" LED HD - Satellite intégré-3HDMI-TNT 2USB - 32N5000 + Support Mural 2020- Garantie 12 MOIS4 out of 5(5)1,899.00 Dhs2,499.00 Dhs24%","https://www.jumia.ma/samsung-tv-32-led-hd-satellite-integre-3hdmi-tnt-2usb-32n5000-support-mural-2020-garantie-12-mois-38952937.html","Samsung TV 32"" LED HD - Satellite intégré-3HDMI-TNT 2USB - 32N5000 + Support Mural 2020- Garantie 12 MOIS","1,899.00 Dhs","4","Samsung"
"1638026969-534","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Samsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT - HDR - Modele 2020 - 32T53004.1 out of 5(14)2,289.00 Dhs2,499.00 Dhs8%offres à partir de","https://www.jumia.ma/32-smart-tv-led-hd-recepteur-integre-tnt-hdr-modele-2020-32t5300-samsung-mpg889276.html","Samsung 32"" Smart Tv LED HD - Récepteur Intégré - TNT - HDR - Modele 2020 - 32T5300","2,289.00 Dhs","4.1","Samsung"
"1638026629-403","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","LG LED 55"" UHD 4K Smart TV nanocell - Noir - 55NANO80VPA9,599.00 Dhs","https://www.jumia.ma/lg-led-55-uhd-4k-smart-tv-nanocell-noir-55nano80vpa-44741623.html","LG LED 55"" UHD 4K Smart TV nanocell - Noir - 55NANO80VPA","9,599.00 Dhs","null","LG"
"1638026403-317","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Samsung TV LED 32T5300 Smart TV HD - Récepteur Intégré - TNT - HDR - Modèle 20204 out of 5(1)2,759.00 Dhs3,000.00 Dhs8%","https://www.jumia.ma/tv-led-32t5300-smart-tv-hd-recepteur-integre-tnt-hdr-modele-2020-samsung-mpg912843.html","Samsung TV LED 32T5300 Smart TV HD - Récepteur Intégré - TNT - HDR - Modèle 2020","2,759.00 Dhs","4","Samsung"
"1638026961-531","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","KRÖHLER TV TKS-43-SM-01  LED 43 Pouces Smart3,599.00 Dhs","https://www.jumia.ma/krohler-tv-tks-43-sm-01-led-43-pouces-smart-40208482.html","KRÖHLER TV TKS-43-SM-01  LED 43 Pouces Smart","3,599.00 Dhs","null","KRÖHLER"
"1638026481-348","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Sony LED 49"" Smart TV UHD 4K - Noir - KD-49X7500H6,699.00 Dhs","https://www.jumia.ma/sony-led-49-smart-tv-uhd-4k-noir-kd-49x7500h-44741616.html","Sony LED 49"" Smart TV UHD 4K - Noir - KD-49X7500H","6,699.00 Dhs","null","Sony"
"1638026420-324","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étrangerSaramonic Blink 500 B5 Ultracompact 2.4 GHz Wireless Clip-On Microphone System With Lavalier And Battery-Free Dual-Channel USB-C Receiver For Android Smartphones Or Tablets  (Open Box)1,126.73 Dhs1,408.42 Dhs20%","https://www.jumia.ma/saramonic-blink-500-b5-ultracompact-2.4-ghz-wireless-clip-on-microphone-system-with-lavalier-and-battery-free-dual-channel-usb-c-receiver-for-android-smartphones-or-tablets-open-box-43684353.html","Saramonic Blink 500 B5 Ultracompact 2.4 GHz Wireless Clip-On Microphone System With Lavalier And Battery-Free Dual-Channel USB-C Receiver For Android Smartphones Or Tablets  (Open Box)","1,126.73 Dhs","null","Saramonic"
"1638026410-320","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étranger40W Multi-port USB LCD Display Power Adapter Wa315.00 Dhs630.00 Dhs50%","https://www.jumia.ma/generic-40w-multi-port-usb-lcd-display-power-adapter-wa-41766770.html","40W Multi-port USB LCD Display Power Adapter Wa","315.00 Dhs","null","(Pas d'avis disponibles)"
"1638026694-429","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","LG 32"" Smart TV WEBOS Série 6+HDR+Récepteur intégré +TNT +Support tv+Câble HDMI4.3 out of 5(3)2,589.00 Dhs2,900.00 Dhs11%offres à partir de","https://www.jumia.ma/32-smart-tv-webos-serie-6hdrrecepteur-integre-tnt-support-tvcable-hdmi-lg-mpg880892.html","LG 32"" Smart TV WEBOS Série 6+HDR+Récepteur intégré +TNT +Support tv+Câble HDMI","2,589.00 Dhs","4.3","LG"
"1638026921-515","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Samsung TV 32"" SAMSUNG - LED HD - Satellite - HDMI - TNT - USB - 32N5000 - Support Mural -Garantie 12 MOIS1,880.05 Dhs2,499.00 Dhs25%","https://www.jumia.ma/tv-32-samsung-led-hd-satellite-hdmi-tnt-usb-32n5000-support-mural-garantie-12-mois-samsung-mpg960199.html","Samsung TV 32"" SAMSUNG - LED HD - Satellite - HDMI - TNT - USB - 32N5000 - Support Mural -Garantie 12 MOIS","1,880.05 Dhs","null","Samsung"
"1638026512-359","https://www.jumia.ma/mlp-smart-tv/?page=6#catalog-listing","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65A1PVA18,999.00 Dhs","https://www.jumia.ma/lg-oled-65-smart-tv-4k-ultra-hd-noir-oled65a1pva-44741647.html","LG OLED 65"" Smart TV 4K Ultra HD - Noir - OLED65A1PVA","18,999.00 Dhs","null","LG"
"1638027104-585","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Echolink Android TV 55 4K Android 9.0,Bluetooth,chromcast,google  assistant,Wifi(16Go, 2Go)4,989.00 Dhs5,399.00 Dhs8%","https://www.jumia.ma/echolink-android-tv-55-4k-android-9.0bluetoothchromcastgoogle-assistantwifi16go-2go-42354688.html","Echolink Android TV 55 4K Android 9.0,Bluetooth,chromcast,google  assistant,Wifi(16Go, 2Go)","4,989.00 Dhs","null","Echolink"
"1638026953-528","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","LG 32"" Smart TV WEBOS Série 6 +HDR+Récepteur +TNT +Abonnement service 12 mois5 out of 5(2)2,799.00 Dhs3,200.00 Dhs13%","https://www.jumia.ma/lg-32-smart-tv-webos-serie-6-hdrrecepteur-tnt-abonnement-service-12-mois-36262648.html","LG 32"" Smart TV WEBOS Série 6 +HDR+Récepteur +TNT +Abonnement service 12 mois","2,799.00 Dhs","5","LG"
"1638027030-556","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Samsung TV 32"" LED HD - Satellite intégré - HDMI-TNT-USB - 32N5000 - Noir- Garantie5 out of 5(2)1,889.00 Dhs2,349.00 Dhs20%","https://www.jumia.ma/tv-32-led-hd-satellite-integre-hdmi-tnt-usb-32n5000-noir-garantie-samsung-mpg924561.html","Samsung TV 32"" LED HD - Satellite intégré - HDMI-TNT-USB - 32N5000 - Noir- Garantie","1,889.00 Dhs","5","Samsung"
"1638026991-543","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Qroz 40"" FHD - SMART TV - Avec récepteur et TNT Intégré - ANDROID 9 - WIFI - Noir (40S1-S032,700.00 Dhs3,000.00 Dhs10%","https://www.jumia.ma/qroz-40-fhd-smart-tv-avec-recepteur-et-tnt-integre-android-9-wifi-noir-40s1-s03-39133937.html","Qroz 40"" FHD - SMART TV - Avec récepteur et TNT Intégré - ANDROID 9 - WIFI - Noir (40S1-S03","2,700.00 Dhs","null","Qroz"
"1638026393-313","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Skyworth TV 50 POUCES ANDROID 10 GAMME SUC93004,899.00 Dhs5,999.00 Dhs18%","https://www.jumia.ma/skyworth-tv-50-pouces-android-10-gamme-suc9300-45395336.html","Skyworth TV 50 POUCES ANDROID 10 GAMME SUC9300","4,899.00 Dhs","null","Skyworth"
"1638026258-261","https://www.jumia.ma/mlp-smart-tv/?page=9#catalog-listing","En rupture de stockSamsung 32"" HD LED TV + Récepteur intégré - 32K4070 - Noir3.5 out of 5(27)2,939.00 Dhs","https://www.jumia.ma/32-hd-led-tv-recepteur-integre-32k4070-noir-samsung-mpg23513.html","Samsung 32"" HD LED TV + Récepteur intégré - 32K4070 - Noir","2,939.00 Dhs","3.5","Samsung"
"1638026755-452","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","LG TV 55 Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ - 55UP77506,539.00 Dhs7,999.00 Dhs18%","https://www.jumia.ma/lg-tv-55-cinema-screen-design-4k-active-hdr-webos-smart-ai-thinq-55up7750-41223202.html","LG TV 55 Cinema Screen Design 4K Active HDR WebOS Smart AI ThinQ - 55UP7750","6,539.00 Dhs","null","LG"
"1638026814-474","https://www.jumia.ma/mlp-smart-tv/?page=3#catalog-listing","Expédié depuis l'étrangerKindle Paperwhite E-reader (Previous Generation - 7th) - 6"" High-Resolution Display (300 Ppi) With Built-in Light686.49 Dhs858.11 Dhs20%","https://www.jumia.ma/generic-kindle-paperwhite-e-reader-previous-generation-7th-6-high-resolution-display-300-ppi-with-built-in-light-43474416.html","Kindle Paperwhite E-reader (Previous Generation - 7th) - 6"" High-Resolution Display (300 Ppi) With Built-in Light","686.49 Dhs","null","(Pas d'avis disponibles)"
"1638026667-418","https://www.jumia.ma/mlp-smart-tv/?page=5#catalog-listing","Revolution 32"" Smart TV Rapide Android  9.0 + Récepteur TNT intégré + SCREEN MIRRORING1,946.55 Dhs2,399.00 Dhs19%","https://www.jumia.ma/revolution-32-smart-tv-rapide-android-9.0-recepteur-tnt-integre-screen-mirroring-39627310.html","Revolution 32"" Smart TV Rapide Android  9.0 + Récepteur TNT intégré + SCREEN MIRRORING","1,946.55 Dhs","null","Revolution"
"1638027061-568","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Echolink 32"" SMART TV ANDROID 9 Rapide +TNT+ RÉCEPTEUR + Cast Mirroring1,998.00 Dhs2,599.00 Dhs23%","https://www.jumia.ma/echolink-32-smart-tv-android-9-rapide-tnt-recepteur-cast-mirroring-42327473.html","Echolink 32"" SMART TV ANDROID 9 Rapide +TNT+ RÉCEPTEUR + Cast Mirroring","1,998.00 Dhs","null","Echolink"
"1638026950-527","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Echolink 32"" TV LED - HD32E10 - Récepteur satellite intégré & TNT - Noir - Garantie 1 an1,599.00 Dhs1,999.00 Dhs20%","https://www.jumia.ma/echolink-32-tv-led-hd32e10-recepteur-satellite-integre-tnt-noir-garantie-1-an-41413358.html","Echolink 32"" TV LED - HD32E10 - Récepteur satellite intégré & TNT - Noir - Garantie 1 an","1,599.00 Dhs","null","Echolink"
"1638026797-468","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Itel Smart TV 32 HD Android 9.0,bluetooth 5.0,HDR,telecommande Vocale, Cast Mirroring1,999.00 Dhs2,499.00 Dhs20%","https://www.jumia.ma/itel-smart-tv-32-hd-android-9.0bluetooth-5.0hdrtelecommande-vocale-cast-mirroring-44918763.html","Itel Smart TV 32 HD Android 9.0,bluetooth 5.0,HDR,telecommande Vocale, Cast Mirroring","1,999.00 Dhs","null","Itel"
"1638026948-526","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Echolink 32"" TV LED - Récepteur satellite intégré & TNT - Noir - Garantie 1 an5 out of 5(1)1,589.00 Dhs1,999.00 Dhs21%","https://www.jumia.ma/echolink-32-tv-led-recepteur-satellite-integre-tnt-noir-garantie-1-an-42129584.html","Echolink 32"" TV LED - Récepteur satellite intégré & TNT - Noir - Garantie 1 an","1,589.00 Dhs","5","Echolink"
"1638026445-334","https://www.jumia.ma/mlp-smart-tv/?page=7#catalog-listing","Expédié depuis l'étrangerHama Vehicle Charging Set Lightning 2.4A MFI HAU6108995 (Open Box)113.79 Dhs142.25 Dhs20%","https://www.jumia.ma/hama-vehicle-charging-set-lightning-2.4a-mfi-hau6108995-open-box-43475083.html","Hama Vehicle Charging Set Lightning 2.4A MFI HAU6108995 (Open Box)","113.79 Dhs","null","Hama"
"1638027007-548","https://www.jumia.ma/mlp-smart-tv/?page=2#catalog-listing","Visio TV LED 32″ HD 720p Framless Design Recepteur integré - Garantie 1 an3.8 out of 5(28)Options disponibles:1,589.00 Dhs2,999.00 Dhs47%","https://www.jumia.ma/tv-led-32-hd-720p-framless-design-recepteur-integre-garantie-1-an-visio-mpg960593.html","Visio TV LED 32″ HD 720p Framless Design Recepteur integré - Garantie 1 an","1,589.00 Dhs","3.8","Visio"
"1638027068-571","https://www.jumia.ma/mlp-smart-tv/?page=1#catalog-listing","Visio Smart TV 40'' Android + Récepteur Intégré +TNT + USB + HDMI + Support Mural3.8 out of 5(45)2,639.00 Dhs4,000.00 Dhs34%","https://www.jumia.ma/smart-tv-40-android-recepteur-integre-tnt-usb-hdmi-support-mural-visio-mpg1070464.html","Visio Smart TV 40'' Android + Récepteur Intégré +TNT + USB + HDMI + Support Mural","2,639.00 Dhs","3.8","Visio"
"1638026768-457","https://www.jumia.ma/mlp-smart-tv/?page=4#catalog-listing","Boutique OfficielleSamsung 70"" UHD 4K LED Smart TV - 70RU7100 - Noir11,990.00 Dhs12,990.00 Dhs8%","https://www.jumia.ma/samsung-70-uhd-4k-led-smart-tv-70ru7100-noir-34164099.html","Samsung 70"" UHD 4K LED Smart TV - 70RU7100 - Noir","11,990.00 Dhs","null","Samsung"
